Date,Open,High,Low,Close,Idx,Body,Range,UWick,LWick,Close_Pct_High,Open_Pct_High,Iday_Idx,Iday_High,Iday_Low,Iday_Range,Close_Pct_DHigh,Open_Pct_DHigh,Yday_High,Yday_Low,Day_Idx,ADR,ATR,ATR4,SMA4,SMA8,SMA16,SMA32,BB_Upper_16_2,BB_Lower_16_2,Close_Pct_SMA,High_Pct_SMA,Low_Pct_SMA,RSI,RSI_DVG,Sig_High,Sig_Low,SMA_Trend,SMA4_Slope,SMA16_Slope,SMA32_Slope,SMA4_Slope_SMA,SMA16_Slope_SMA,SMA32_Slope_SMA,Hammer,Shooting_Star,Bull_Engulf,Bear_Engulf,Dark_Cloud,Piercing,ILR,IHR,S_R,S_R_Level,BBU_BO,BBL_BO,Bull_SMA_BO,Bear_SMA_BO,Bull_BBR,Bear_BBR,Bear_BBR_C1,Bear_BBR_C2,Bear_BBR_C3,Bear_BBR_C4,Bear_BBR_V2,Bull_BBR_C1,Bull_BBR_C2,Bull_BBR_C3,Bull_BBR_C4,Bull_BBR_V2,Bull_TC,Bear_TC,Bull_TC_Candle,Bear_TC_Candle,Bull_BM,Bear_BM,Bull_TM,Bear_TM,S_R_Signal,S_R_Entry,Symbol
2025-03-12 19:45:00-04:00,1.43677,1.436905,1.43593,1.43595,10,0.0008200000000000429,0.0009750000000001702,0.00013499999999999623,2.0000000000131024e-05,0.9794871794870487,0.13846153846151044,10,1.437235,1.43593,0.0013050000000001116,0.9846743295018167,0.35632183908038156,,,0,,,0.000623750000000034,1.4363650000000001,1.436456875,0.0,0.0,,,,,,,,1.437235,,0,-13.134022306358732,0.0,0.0,-13.505308713871987,0.0,0.0,,,,,,,,,,,False,False,,,,,,,,,False,,,,,False,False,False,False,False,False,False,,,,,USDCAD
2025-03-12 20:00:00-04:00,1.43595,1.43659,1.43593,1.43658,11,0.0006299999999999084,0.000660000000000105,1.0000000000065512e-05,2.0000000000131024e-05,0.015151515151612003,0.969696969696776,11,1.437235,1.43593,0.0013050000000001116,0.5019157088122729,0.9846743295018167,,,0,,,0.0006387500000000768,1.43648875,1.43645,0.0,0.0,,,,,,,,1.437235,,0,-3.100491449775198,0.0,0.0,-4.911386685970196,0.0,0.0,,,,,,,,,,,False,False,,,,,,,,,False,,,,,False,False,False,False,False,False,False,,,,,USDCAD
2025-03-12 20:15:00-04:00,1.43658,1.43687,1.43648,1.436745,12,0.00016499999999997073,0.0003900000000001125,0.00012500000000015277,9.999999999998899e-05,0.3205128205131198,0.7435897435898458,12,1.437235,1.43593,0.0013050000000001116,0.37547892720311077,0.5019157088122729,,,0,,0.00040250000000002784,0.0005625000000000768,1.4365112500000001,1.436473125,0.0,0.0,,,,,,,,1.437235,,0,25.989233583835237,0.0,0.0,6.777186115990812,0.0,0.0,,,,,,,,,,,False,False,,,,,,,,,False,,,,,False,False,False,False,False,False,False,,,,,USDCAD
2025-03-12 20:30:00-04:00,1.436745,1.436855,1.436475,1.436575,13,0.00017000000000000348,0.00038000000000004697,0.0001100000000000545,9.999999999998899e-05,0.7368421052632194,0.28947368421063396,13,1.437235,1.43593,0.0013050000000001116,0.5057471264368187,0.37547892720311077,,,0,,0.00042958333333337206,0.0006012500000001086,1.4364625,1.43648375,0.0,0.0,,,,,,,,1.437235,,0,-5.000644597580506,0.0,0.0,1.1885188075302002,0.0,0.0,,,,,,,,,,,False,False,,,,,,,,,False,,,,,False,False,False,False,False,False,False,,,,,USDCAD
2025-03-12 20:45:00-04:00,1.436575,1.43663,1.43615,1.436295,14,0.00027999999999983594,0.00048000000000003595,5.500000000013827e-05,0.00014500000000006175,0.6979166666665606,0.11458333333361281,14,1.437235,1.43593,0.0013050000000001116,0.7203065134098547,0.5057471264368187,,,0,,0.00043333333333337815,0.0004775000000000751,1.43654875,1.436456875,0.0,0.0,,,,,,,,1.437235,,0,7.125016348885363,0.0,0.0,6.253278471341224,0.0,0.0,,,,,,,,,,,False,False,,,,,,,,,False,,,,,False,False,False,False,False,False,False,,,,,USDCAD
2025-03-12 21:00:00-04:00,1.436295,1.4374,1.43607,1.437205,15,0.0009099999999999664,0.0013300000000000534,0.00019499999999994522,0.00022500000000014175,0.14661654135333638,0.8308270676690731,15,1.4374,1.43593,0.0014700000000000824,0.1326530612244451,0.7517006802720066,,,0,,0.000515833333333382,0.0006450000000000622,1.436705,1.436596875,1.4365993750000001,0.0,,,0.04215684696368067,0.0557305685866589,0.03684917376496597,,,1.437235,,2,38.94976417709236,89.9880351238465,0.0,16.765842378058114,,,,,True,,,,,True,1.0,1.437235,False,False,,,,,,,,,False,,,,,False,False,False,False,False,False,False,,,,,USDCAD
2025-03-12 21:15:00-04:00,1.437205,1.43748,1.436955,1.43735,16,0.0001449999999998397,0.0005250000000001087,0.00013000000000018552,0.0002500000000000835,0.24761904761934972,0.5238095238094634,16,1.43748,1.43593,0.0015500000000001624,0.08387096774204639,0.17741935483870735,,,0,,0.0005458333333333935,0.0006787500000000612,1.43685625,1.43668375,1.4366328125,0.0,,,0.049921419987045385,0.05897035711760988,0.022426572551913233,55.68544102019164,,1.437235,,2,45.707319368535416,89.98803540232792,0.0,21.69536382423316,,,,,,,,,,,2.0,1.437235,False,False,,,,,,,,,False,,,,,False,False,False,False,False,False,False,,,,,USDCAD
2025-03-12 21:30:00-04:00,1.43735,1.43767,1.43722,1.43737,17,2.0000000000131024e-05,0.00045000000000006146,0.00029999999999996696,0.00012999999999996348,0.6666666666665022,0.7111111111112317,17,1.43767,1.43593,0.0017400000000000748,0.17241379310342186,0.1839080459770599,,,0,,0.0005691666666667317,0.0006962500000000649,1.437055,1.43675875,1.4366659375,0.0,1.4374385970203418,1.435893277979658,0.049006695406537557,0.06988837653847899,0.03856585484055911,55.88546441921319,,1.437235,,2,49.3987053550014,12.509848153385311,0.0,35.29520131237864,12.030369917472484,0.0,,,,,,,,,3.0,1.437235,False,False,,,,,,,,,False,,,,,False,False,False,False,False,False,False,,,,,USDCAD
2025-03-12 21:45:00-04:00,1.43737,1.437475,1.43658,1.43703,18,0.00034000000000000696,0.0008950000000000902,0.00010500000000002174,0.00045000000000006146,0.4972067039105965,0.11731843575420242,18,1.43767,1.43593,0.0017400000000000748,0.3678160919539922,0.17241379310342186,,,0,,0.0006337500000000625,0.0008000000000000784,1.4372387500000001,1.43689375,1.4366753125,0.0,1.4374616526677233,1.4358889723322767,0.024688076485619014,0.05566236804114603,0.0066342408177251545,51.65737332296172,,1.437235,1.43593,2,51.892423122497824,8.063246165687021,0.0,46.487053005781746,12.534322802827923,0.0,,,,,,,,,4.0,1.437235,False,False,,,,,,,,,False,,,,,False,False,False,False,False,False,False,,,,,USDCAD
2025-03-12 22:00:00-04:00,1.43703,1.437145,1.43662,1.43668,19,0.0003500000000000725,0.0005249999999998867,0.00011499999999986521,5.999999999994898e-05,0.8857142857143582,0.2190476190474096,19,1.43767,1.43593,0.0017400000000000748,0.5689655172413816,0.3678160919539922,,,0,,0.0006275000000000586,0.0005987500000000368,1.4371075,1.43690625,1.436678125,0.0,1.4374641901611032,1.435892059838897,0.00013050939993458985,0.03249684058493385,0.00404579139812684,47.695161866341486,,1.437235,1.43593,2,9.92624550665372,2.32636180359293,0.0,39.23117333817209,12.679720415552481,0.0,,,,,,,,,,,False,False,,,,,,,,,False,,,,,False,False,False,False,False,False,False,,,,,USDCAD
2025-03-12 22:15:00-04:00,1.43668,1.43752,1.43662,1.437425,20,0.0007449999999999957,0.0008999999999999009,9.499999999995623e-05,5.999999999994898e-05,0.10555555555551854,0.9333333333333826,20,1.43767,1.43593,0.0017400000000000748,0.14080459770117254,0.5689655172413816,,,0,,0.0006445833333333743,0.0006924999999999848,1.43712625,1.43699125,1.4367321875,0.0,1.4375936830654994,1.4358706919345008,0.04822140869589601,0.054833636139986465,0.007808518593524077,55.453000458453594,,1.437235,1.43593,2,-20.556045219613925,10.734923883663159,0.0,22.665332191134755,13.350653158281428,0.0,,,,,,,,,2.0,1.437235,False,False,,,,,,,,,False,,,,,False,False,False,False,False,False,False,,,,,USDCAD
2025-03-12 22:30:00-04:00,1.437425,1.437675,1.43723,1.43747,21,4.500000000007276e-05,0.0004450000000000287,0.00020500000000001073,0.00019499999999994522,0.4606741573033652,0.5617977528091401,21,1.437675,1.43593,0.0017450000000001076,0.1174785100286522,0.14326647564473816,,,0,,0.0006629166666667167,0.0006912499999999766,1.4371512499999999,1.437103125,1.4367934375,0.0,1.4377146304680446,1.4358722445319554,0.047088362345059295,0.06135624488471704,0.03038449985960595,55.8746695925342,,1.437235,1.43593,2,8.297144969817804,21.02551190946292,0.0,12.389942094838856,14.66474765262286,0.0,,,,,,,,,3.0,1.437235,False,False,,,,,,,,,False,,,,,False,False,False,False,False,False,False,,,,,USDCAD
2025-03-12 22:45:00-04:00,1.43747,1.43768,1.43723,1.43754,22,7.00000000000145e-05,0.00045000000000006146,0.000140000000000029,0.00024000000000001798,0.31111111111113304,0.46666666666669954,22,1.43768,1.43593,0.0017500000000001403,0.08000000000001015,0.12000000000001522,,,0,,0.0006191666666667076,0.0005799999999999694,1.43727875,1.43725875,1.4368578125,0.0,1.4378331455761206,1.4358824794238794,0.047477731899797294,0.0572212151298075,0.025902876176205476,56.556988688162406,,1.437235,1.43593,2,26.945748428504732,22.721498153204198,0.0,6.153273421340582,16.084841287198124,0.0,,,,,,,,,3.0,1.437235,False,False,,,,,,,,,False,,,,,False,False,False,False,False,False,False,,,3.0,1.437235,USDCAD
2025-03-12 23:00:00-04:00,1.43754,1.43793,1.43752,1.43783,23,0.00028999999999990145,0.00041000000000002146,9.999999999998899e-05,2.0000000000131024e-05,0.2439024390243506,0.9512195121948049,23,1.43793,1.43593,0.0020000000000000018,0.04999999999999445,0.19499999999994505,,,0,,0.0005983333333333674,0.0005512500000000031,1.43756625,1.437336875,1.436966875,0.0,1.4379622007946522,1.4359715492053478,0.06006575482124211,0.06702485747974904,0.03849253657986598,59.335688672141785,,1.437235,1.43593,2,54.13715101414227,30.033280435992904,0.0,17.20599979821272,17.96192131444768,0.0,,,,,,,,,,,False,False,,,,,,,,,False,,,,,False,False,False,False,False,False,False,True,,,,USDCAD
2025-03-12 23:15:00-04:00,1.43783,1.43801,1.437515,1.43797,24,0.000140000000000029,0.0004949999999999122,4.0000000000040004e-05,0.0003149999999998432,0.08080808080817596,0.36363636363656754,24,1.43801,1.43593,0.002080000000000082,0.019230769230787707,0.0865384615384913,,,0,,0.0006070833333333506,0.00045000000000000595,1.4377024999999999,1.437414375,1.4370490625,0.0,1.4381403474006447,1.4359577775993555,0.06408532067776115,0.06686880253957407,0.03242321449967984,60.632331012833156,,1.437235,1.43593,2,54.70285723284887,32.51751061505736,0.0,36.02072541132842,19.994265727888763,0.0,True,,,,,,,,,,False,False,,,,,,,,,False,,,,,False,False,False,False,False,False,False,True,,,,USDCAD
2025-03-12 23:30:00-04:00,1.43797,1.438475,1.43797,1.438135,25,0.00016499999999997073,0.0005049999999999777,0.00034000000000000696,0.0,0.6732673267327168,1.0,25,1.438475,1.43593,0.0025450000000000195,0.13359528487230035,0.19842829076619797,,,0,,0.0006175000000000116,0.0004649999999999932,1.43786875,1.43751,1.437134375,0.0,1.4383331810466564,1.4359355689533437,0.06962640497690874,0.09328459629948474,0.05814522389389617,62.14959765515111,,1.437235,1.43593,2,45.23774045930194,29.176079067992813,0.0,45.255874283699455,21.817770669638314,0.0,,True,,,,,,,,,False,False,,,,,,,,,False,,,,,False,False,False,False,False,False,False,True,,,,USDCAD
2025-03-12 23:45:00-04:00,1.438135,1.438795,1.438055,1.43877,26,0.0006350000000001632,0.0007399999999999629,2.4999999999941735e-05,7.999999999985796e-05,0.03378378378370674,0.8918918918920784,26,1.438795,1.43593,0.0028650000000001175,0.008726003490380703,0.23036649214662405,,,0,,0.0006391666666666721,0.0005374999999999686,1.43817625,1.4377275,1.437310625,0.0,1.438587735385793,1.4360335146142071,0.10153511527823293,0.10327447485472961,0.051789431390310586,67.31998378051027,,1.437235,1.43593,2,57.65615322243379,41.08435952068283,0.0,52.93347548218172,24.38554313968099,0.0,,,,,,,,,,,False,False,,,,,,,,,False,,,,,False,False,False,False,False,False,False,True,,,,USDCAD
2025-03-13 00:00:00-04:00,1.43877,1.43893,1.43844,1.43861,27,0.00016000000000016001,0.0004900000000001015,0.00015999999999993797,0.00017000000000000348,0.6530612244898607,0.32653061224470376,27,1.43893,1.43593,0.0030000000000001137,0.10666666666669529,0.05333333333331063,,,0,,0.0005691666666666761,0.0005574999999999886,1.4383712499999999,1.43796875,1.4374375,0.0,1.4387995802105602,1.4360754197894396,0.08156876385929968,0.10383060133050089,0.06974216270272741,64.93594866657918,,1.437235,1.43593,2,59.162168055305244,45.2968666673104,0.0,54.18972974247246,27.216597306387893,0.0,,,,,,,,,,,False,False,,,,,,,,,False,,,,,False,False,False,False,False,False,False,,,,,USDCAD
2025-03-13 00:15:00-04:00,1.43861,1.4388,1.4385,1.438685,28,7.500000000004725e-05,0.000300000000000189,0.00011500000000008725,0.0001100000000000545,0.38333333333338265,0.6333333333333827,28,1.43893,1.43593,0.0030000000000001137,0.08166666666668049,0.10666666666669529,,,0,,0.0005504166666666829,0.0005087500000000578,1.43855,1.43812625,1.43755875,0.0,1.438995980409503,1.436121519590497,0.07834462417622899,0.08634429723307535,0.06547558491087016,65.5460164502056,,1.437235,1.43593,2,51.246838216282015,39.59358356394093,0.0,53.32572498833075,29.6911962791342,0.0,,,,,,,,,,,False,False,,,,,,,,,False,,,,,False,False,False,False,False,False,False,,,,,USDCAD
2025-03-13 00:30:00-04:00,1.438685,1.439385,1.438675,1.43908,29,0.0003949999999999232,0.0007099999999999884,0.0003049999999999997,1.0000000000065512e-05,0.429577464788739,0.985915492957654,29,1.439385,1.43593,0.003454999999999986,0.08827785817655599,0.20260492040518835,,,0,,0.0005720833333333434,0.0005600000000000604,1.43878625,1.4383275,1.4377153125,0.0,1.4392332694688812,1.4361973555311187,0.09492056515882462,0.11613477894289043,0.06675087144555768,68.61376510608235,,1.437235,1.43593,2,54.13715101414227,42.8009720394693,0.0,55.55057762704083,32.36625703160103,0.0,,,,,,,,,,,False,False,,,,,,,,,False,,,,,False,False,False,False,False,False,False,True,,,,USDCAD
2025-03-13 00:45:00-04:00,1.43908,1.439085,1.438635,1.438825,30,0.0002549999999998942,0.0004499999999998394,5.000000000032756e-06,0.00018999999999991246,0.5777777777778217,0.011111111111187868,30,1.439385,1.43593,0.003454999999999986,0.16208393632413784,0.08827785817655599,,,0,,0.0005349999999999892,0.0004875000000000296,1.4388,1.438488125,1.4378734375,0.0,1.4392903739785956,1.4364565010214043,0.06617846016089704,0.08426071922619999,0.052964501613178026,64.64989026752457,,1.437235,1.43593,2,39.805571092274604,46.36877952293351,0.0,51.087932094501035,35.26430575178438,0.0,,,,,,,,,,,False,False,,,,,,,,,False,,,,,False,False,False,False,False,False,False,,,,,USDCAD
2025-03-13 01:00:00-04:00,1.438825,1.43937,1.43882,1.43907,31,0.00024500000000005073,0.0005500000000000504,0.00029999999999996696,5.000000000032756e-06,0.5454545454544354,0.9909090909090322,31,1.439385,1.43593,0.003454999999999986,0.09117221418229941,0.16208393632413784,,,0,,0.0005370833333333361,0.0005025000000000168,1.438915,1.438643125,1.43799,1.4372946875000001,1.4394731048513172,1.436506895148683,0.07510483383055305,0.09596728767237163,0.05771945562902985,66.62583038099453,,1.437235,1.43593,2,23.2273968357643,42.47799867173699,89.98804091203161,42.1042392896158,32.294928473527534,5.6242525570019755,,,,,,,,,,,False,False,,,,,,,,,False,,,,,False,False,False,False,False,False,False,,,,,USDCAD
2025-03-13 01:15:00-04:00,1.43907,1.439415,1.438875,1.43919,32,0.00011999999999989797,0.0005399999999999849,0.0002249999999999197,0.00019500000000016726,0.41666666666652963,0.6388888888885691,32,1.439415,1.43593,0.0034849999999999604,0.06456241032996335,0.09899569583926014,,,0,,0.0005070833333333432,0.0005624999999999658,1.43904125,1.438795625,1.438105,1.43736890625,1.4396555805364444,1.4365544194635556,0.07544650773065963,0.09109209689138988,0.05354268290562493,67.57280063779459,,1.437235,1.43593,2,38.80508121740711,37.6636528125906,89.98804152954082,38.99380003989707,29.02465456166895,11.248505152598277,,,,,,,,,,,False,False,,,,,,,,,False,,,,,False,False,False,False,False,False,False,,,,,USDCAD
2025-03-13 01:30:00-04:00,1.43919,1.439525,1.43915,1.43941,33,0.000220000000000109,0.0003750000000000142,0.00011499999999986521,4.0000000000040004e-05,0.3066666666662956,0.8933333333332307,33,1.439525,1.43593,0.003595000000000015,0.031988873435289215,0.09318497913768369,,,0,,0.0005012500000000086,0.00047874999999997225,1.43912375,1.438955,1.4382325,1.43744921875,1.4398542197661741,1.436610780233826,0.08187132469889628,0.08986725025334351,0.06379357996707101,69.27751778484354,,1.437235,1.43593,2,34.83148327064383,38.94976417709236,27.253184419512692,34.16738310402246,30.67714931315064,12.951829178817821,,,,,,,,,,,False,False,,,,,,,,,False,,,,,False,False,False,False,False,False,False,,,,,USDCAD
2025-03-13 01:45:00-04:00,1.43941,1.43991,1.43939,1.43948,34,7.00000000000145e-05,0.000520000000000076,0.00042999999999993044,2.0000000000131024e-05,0.8269230769228224,0.9615384615382152,34,1.43991,1.43593,0.003980000000000095,0.10804020100500508,0.12562814070350076,,,0,,0.0005070833333333432,0.0004962500000000314,1.4392875,1.43904375,1.438385625,1.43753046875,1.4399867959582366,1.4367844540417634,0.07608356069326623,0.10597818648250341,0.0698265459931822,69.81606383434536,,1.437235,1.43593,2,39.38029064229092,43.08879402844261,28.304314731123167,34.06106299152654,32.86624605457286,14.720848849513018,,True,,,,,,,,,False,False,,,,,,,,,False,,,,,False,False,False,False,False,False,False,,,,,USDCAD
2025-03-13 02:00:00-04:00,1.43948,1.44026,1.43935,1.44003,35,0.0005499999999998284,0.0009100000000001884,0.0002300000000001745,0.00013000000000018552,0.2527472527473922,0.8571428571426829,35,1.44026,1.43593,0.004330000000000167,0.05311778290996897,0.18013856812932397,,,0,,0.0005487500000000237,0.0005862500000000659,1.4395275,1.4392212500000001,1.438595,1.4376365625,1.4401237576655572,1.437066242334443,0.0997501033994872,0.11573792485028986,0.05248176171888816,73.68245112240987,,1.437235,1.43593,2,53.38639389309288,50.38931175997677,31.983919091259008,41.600812255858685,35.87018042684685,16.719843792716706,,,,,,,,,,,False,False,,,,,,,,,False,,,,,False,False,False,False,False,False,False,True,,,,USDCAD
2025-03-13 02:15:00-04:00,1.44003,1.44025,1.4397,1.439715,36,0.0003149999999998432,0.0005500000000000504,0.000220000000000109,1.5000000000098268e-05,0.9727272727270966,0.4000000000001615,36,1.44026,1.43593,0.004330000000000167,0.1258660508083133,0.05311778290996897,,,0,,0.0005533333333333686,0.0005887500000000823,1.43965875,1.4393500000000001,1.438738125,1.43773515625,1.440230283147617,1.437245966852383,0.0678980408613346,0.1050834042505165,0.06685546057938799,68.33497209648124,,1.437235,1.43593,2,51.058987723973374,49.6000956662615,34.30539233593332,44.66428888250025,38.29925366325925,18.86393081371254,,,,,,,,,,,False,False,,,,,,,,,False,,,,,False,False,False,False,False,False,False,,,,,USDCAD
2025-03-13 02:30:00-04:00,1.439715,1.44031,1.439545,1.44023,37,0.0005149999999998212,0.0007649999999999046,8.000000000008001e-05,0.00017000000000000348,0.10457516339881043,0.7777777777777455,37,1.44031,1.43593,0.0043800000000000505,0.01826484018266646,0.13584474885842335,,,0,,0.0005750000000000292,0.0006862500000000549,1.43986375,1.43949375,1.438910625,1.43785203125,1.4404145859162143,1.437406664083786,0.09169263031884203,0.09725239189194738,0.044087171849187284,71.89238604861966,True,1.437235,1.43593,2,48.260870772339516,46.45389546511265,35.687009950231264,48.02163575792417,39.88852763548736,21.09436893560199,,,True,,,,,,,,False,False,,,,,,,,,False,,,,,False,False,False,False,False,False,False,,,,,USDCAD
2025-03-13 02:45:00-04:00,1.44023,1.44026,1.439385,1.43971,38,0.0005199999999998539,0.0008750000000001812,3.0000000000196536e-05,0.00032500000000013074,0.6285714285713561,0.0342857142859318,38,1.44031,1.43593,0.0043800000000000505,0.13698630136984635,0.01826484018266646,,,0,,0.0005862500000000473,0.0007750000000000812,1.43992125,1.439604375,1.43904625,1.43795203125,1.4404168041762369,1.4376756958237633,0.046124299340619734,0.0843440577396323,0.023539896650287107,64.13246504290768,,1.437235,1.43593,2,41.185925165715524,45.765468466406226,35.863793525583475,48.47304438878032,41.328775780062486,23.33585603095096,,,,,,,,,,,False,False,,,,,,,,,False,,,,,False,False,False,False,False,False,False,,,,,USDCAD
2025-03-13 03:00:00-04:00,1.43971,1.44001,1.439495,1.4396,39,0.0001100000000000545,0.0005150000000000432,0.00029999999999996696,0.00010500000000002174,0.7961165048543438,0.5825242718445471,39,1.44031,1.43593,0.0043800000000000505,0.16210045662100006,0.13698630136984635,,,0,,0.0005883333333333759,0.0006762500000000449,1.43981375,1.439670625,1.4391568750000001,1.438061875,1.440396355107747,1.4379173948922532,0.03079059744615246,0.05927950001975282,0.023494658982180512,62.60764073687535,,1.437235,1.43593,2,-9.462322208045226,39.38029064229092,34.97198741048112,32.760865363495796,41.91296391795611,25.52160524410603,,True,,,,,,,,,False,False,,,,,,,,,False,,,,,False,False,False,False,False,False,False,,,,,USDCAD
