Date,Open,High,Low,Close,Volume,WAP,BarCount
2024-03-12T21:15:00,0.87738,0.877425,0.877305,0.87733,-1,-1,-1
2024-03-12T21:30:00,0.87733,0.8775,0.876995,0.8773,-1,-1,-1
2024-03-12T21:45:00,0.8773,0.87732,0.877125,0.87728,-1,-1,-1
2024-03-12T22:00:00,0.87728,0.87753,0.877185,0.877525,-1,-1,-1
2024-03-12T22:15:00,0.877525,0.87759,0.87749,0.877545,-1,-1,-1
2024-03-12T22:30:00,0.877545,0.87758,0.87747,0.877485,-1,-1,-1
2024-03-12T22:45:00,0.877485,0.87749,0.877105,0.877275,-1,-1,-1
2024-03-12T23:00:00,0.877275,0.877375,0.877145,0.87728,-1,-1,-1
2024-03-12T23:15:00,0.87728,0.877395,0.87717,0.87737,-1,-1,-1
2024-03-12T23:30:00,0.87737,0.87746,0.877225,0.877415,-1,-1,-1
2024-03-12T23:45:00,0.877415,0.87748,0.877315,0.87745,-1,-1,-1
2024-03-13T00:00:00,0.87745,0.877675,0.87732,0.877595,-1,-1,-1
2024-03-13T00:15:00,0.877595,0.877615,0.8773,0.877385,-1,-1,-1
2024-03-13T00:30:00,0.877385,0.87768,0.877315,0.877565,-1,-1,-1
2024-03-13T00:45:00,0.877565,0.87768,0.877355,0.8774,-1,-1,-1
2024-03-13T01:00:00,0.8774,0.87758,0.87728,0.87754,-1,-1,-1
2024-03-13T01:15:00,0.87754,0.87758,0.87731,0.87752,-1,-1,-1
2024-03-13T01:30:00,0.87752,0.877615,0.87735,0.877605,-1,-1,-1
2024-03-13T01:45:00,0.877605,0.87779,0.877505,0.877735,-1,-1,-1
2024-03-13T02:00:00,0.877735,0.877765,0.877495,0.877535,-1,-1,-1
2024-03-13T02:15:00,0.877535,0.87769,0.877445,0.877655,-1,-1,-1
2024-03-13T02:30:00,0.877655,0.87777,0.877435,0.877475,-1,-1,-1
2024-03-13T02:45:00,0.877475,0.87751,0.87732,0.877405,-1,-1,-1
2024-03-13T03:00:00,0.877405,0.877625,0.87733,0.877445,-1,-1,-1
2024-03-13T03:15:00,0.877445,0.877655,0.877335,0.87743,-1,-1,-1
2024-03-13T03:30:00,0.87743,0.877635,0.877305,0.877615,-1,-1,-1
2024-03-13T03:45:00,0.877615,0.87771,0.877555,0.87761,-1,-1,-1
2024-03-13T04:00:00,0.87761,0.87777,0.87756,0.877635,-1,-1,-1
2024-03-13T04:15:00,0.877635,0.87794,0.87759,0.877925,-1,-1,-1
2024-03-13T04:30:00,0.877925,0.877975,0.87775,0.87778,-1,-1,-1
2024-03-13T04:45:00,0.87778,0.878005,0.87774,0.87783,-1,-1,-1
2024-03-13T05:00:00,0.87783,0.87806,0.87783,0.87798,-1,-1,-1
2024-03-13T05:15:00,0.87798,0.87818,0.877895,0.877975,-1,-1,-1
2024-03-13T05:30:00,0.877975,0.878015,0.877795,0.87786,-1,-1,-1
2024-03-13T05:45:00,0.87786,0.87815,0.87771,0.87776,-1,-1,-1
2024-03-13T06:00:00,0.87776,0.877785,0.87752,0.877545,-1,-1,-1
2024-03-13T06:15:00,0.877545,0.87777,0.87746,0.87766,-1,-1,-1
2024-03-13T06:30:00,0.87766,0.87808,0.87759,0.87789,-1,-1,-1
2024-03-13T06:45:00,0.87789,0.87795,0.87773,0.87783,-1,-1,-1
2024-03-13T07:00:00,0.87783,0.87794,0.877515,0.877645,-1,-1,-1
2024-03-13T07:15:00,0.877645,0.87831,0.877475,0.878205,-1,-1,-1
2024-03-13T07:30:00,0.878205,0.878255,0.877855,0.877975,-1,-1,-1
2024-03-13T07:45:00,0.877975,0.87801,0.877645,0.87787,-1,-1,-1
2024-03-13T08:00:00,0.87787,0.878135,0.877695,0.87787,-1,-1,-1
2024-03-13T08:15:00,0.87787,0.878555,0.87787,0.87826,-1,-1,-1
2024-03-13T08:30:00,0.87826,0.87844,0.87788,0.878135,-1,-1,-1
2024-03-13T08:45:00,0.878135,0.8786,0.87808,0.87853,-1,-1,-1
2024-03-13T09:00:00,0.87853,0.878795,0.87844,0.878605,-1,-1,-1
2024-03-13T09:15:00,0.878605,0.878655,0.87831,0.87857,-1,-1,-1
2024-03-13T09:30:00,0.87857,0.878705,0.87837,0.87868,-1,-1,-1
2024-03-13T09:45:00,0.87868,0.878905,0.87858,0.878795,-1,-1,-1
2024-03-13T10:00:00,0.878795,0.878865,0.878465,0.87856,-1,-1,-1
2024-03-13T10:15:00,0.87856,0.878675,0.878185,0.87827,-1,-1,-1
2024-03-13T10:30:00,0.87827,0.878525,0.878215,0.878305,-1,-1,-1
2024-03-13T10:45:00,0.878305,0.878575,0.87819,0.878265,-1,-1,-1
2024-03-13T11:00:00,0.878265,0.87847,0.87822,0.878315,-1,-1,-1
2024-03-13T11:15:00,0.878315,0.87832,0.877845,0.87799,-1,-1,-1
2024-03-13T11:30:00,0.87799,0.878035,0.87766,0.877675,-1,-1,-1
2024-03-13T11:45:00,0.877675,0.877715,0.877255,0.877615,-1,-1,-1
2024-03-13T12:00:00,0.877615,0.878035,0.877525,0.877685,-1,-1,-1
2024-03-13T12:15:00,0.877685,0.87773,0.877105,0.877585,-1,-1,-1
2024-03-13T12:30:00,0.877585,0.87785,0.877475,0.87748,-1,-1,-1
2024-03-13T12:45:00,0.87748,0.87762,0.877265,0.877455,-1,-1,-1
2024-03-13T13:00:00,0.877455,0.87764,0.87719,0.87759,-1,-1,-1
2024-03-13T13:15:00,0.87759,0.87772,0.877465,0.877625,-1,-1,-1
2024-03-13T13:30:00,0.877625,0.877695,0.87683,0.87717,-1,-1,-1
2024-03-13T13:45:00,0.87717,0.877375,0.876745,0.877355,-1,-1,-1
2024-03-13T14:00:00,0.877355,0.877805,0.877245,0.877635,-1,-1,-1
2024-03-13T14:15:00,0.877635,0.877635,0.87694,0.877095,-1,-1,-1
2024-03-13T14:30:00,0.877095,0.87761,0.876925,0.877005,-1,-1,-1
2024-03-13T14:45:00,0.877005,0.877305,0.876775,0.87688,-1,-1,-1
2024-03-13T15:00:00,0.87688,0.877145,0.87672,0.87708,-1,-1,-1
2024-03-13T15:15:00,0.87708,0.87709,0.876625,0.87668,-1,-1,-1
2024-03-13T15:30:00,0.87668,0.87729,0.87667,0.877275,-1,-1,-1
2024-03-13T15:45:00,0.877275,0.878025,0.877145,0.87802,-1,-1,-1
2024-03-13T16:00:00,0.87802,0.87835,0.87791,0.878055,-1,-1,-1
2024-03-13T16:15:00,0.878055,0.878245,0.877535,0.8777,-1,-1,-1
2024-03-13T16:30:00,0.8777,0.87802,0.877525,0.87801,-1,-1,-1
2024-03-13T16:45:00,0.87801,0.87816,0.87765,0.87779,-1,-1,-1
2024-03-13T17:00:00,0.87779,0.877855,0.876905,0.87707,-1,-1,-1
2024-03-13T17:15:00,0.87707,0.87743,0.8769,0.87708,-1,-1,-1
2024-03-13T17:30:00,0.87708,0.87736,0.876875,0.876975,-1,-1,-1
2024-03-13T17:45:00,0.876975,0.877295,0.876955,0.877275,-1,-1,-1
2024-03-13T18:00:00,0.877275,0.87744,0.877015,0.8774,-1,-1,-1
2024-03-13T18:15:00,0.8774,0.877725,0.877355,0.877645,-1,-1,-1
2024-03-13T18:30:00,0.877645,0.8778,0.877545,0.877725,-1,-1,-1
2024-03-13T18:45:00,0.877725,0.878385,0.877675,0.87832,-1,-1,-1
2024-03-13T19:00:00,0.87832,0.878525,0.87814,0.87846,-1,-1,-1
2024-03-13T19:15:00,0.87846,0.87873,0.87845,0.87854,-1,-1,-1
2024-03-13T19:30:00,0.87854,0.87883,0.878525,0.878725,-1,-1,-1
2024-03-13T19:45:00,0.878725,0.878985,0.878555,0.878765,-1,-1,-1
2024-03-13T20:00:00,0.878765,0.878835,0.878665,0.87876,-1,-1,-1
2024-03-13T20:15:00,0.87876,0.87883,0.878675,0.87878,-1,-1,-1
2024-03-13T20:30:00,0.87878,0.878895,0.878715,0.87889,-1,-1,-1
2024-03-13T20:45:00,0.87889,0.879045,0.878835,0.87902,-1,-1,-1
2024-03-13T21:15:00,0.87886,0.878915,0.878695,0.878695,-1,-1,-1
2024-03-13T21:30:00,0.878695,0.87881,0.878575,0.878665,-1,-1,-1
2024-03-13T21:45:00,0.878665,0.87892,0.878575,0.878725,-1,-1,-1
2024-03-13T22:00:00,0.878725,0.878785,0.878535,0.87864,-1,-1,-1
2024-03-13T22:15:00,0.87864,0.87875,0.87858,0.878665,-1,-1,-1
2024-03-13T22:30:00,0.878665,0.87868,0.87851,0.878565,-1,-1,-1
2024-03-13T22:45:00,0.878565,0.87869,0.878515,0.878685,-1,-1,-1
2024-03-13T23:00:00,0.878685,0.87879,0.878475,0.87858,-1,-1,-1
2024-03-13T23:15:00,0.87858,0.87861,0.87835,0.878355,-1,-1,-1
2024-03-13T23:30:00,0.878355,0.878475,0.878325,0.87839,-1,-1,-1
2024-03-13T23:45:00,0.87839,0.87865,0.87834,0.87839,-1,-1,-1
2024-03-14T00:00:00,0.87839,0.878685,0.878225,0.87863,-1,-1,-1
2024-03-14T00:15:00,0.87863,0.878725,0.87854,0.87859,-1,-1,-1
2024-03-14T00:30:00,0.87859,0.87878,0.878485,0.87873,-1,-1,-1
