Date,Open,High,Low,Close,Volume,WAP,BarCount
2024-03-12T21:15:00,0.660415,0.66066,0.660315,0.660545,-1,-1,-1
2024-03-12T21:30:00,0.660545,0.660605,0.660525,0.660605,-1,-1,-1
2024-03-12T21:45:00,0.660605,0.660655,0.66054,0.66063,-1,-1,-1
2024-03-12T22:00:00,0.66063,0.66071,0.660505,0.660525,-1,-1,-1
2024-03-12T22:15:00,0.660525,0.660645,0.660525,0.660585,-1,-1,-1
2024-03-12T22:30:00,0.660585,0.660615,0.660465,0.660485,-1,-1,-1
2024-03-12T22:45:00,0.660485,0.660895,0.660485,0.66073,-1,-1,-1
2024-03-12T23:00:00,0.66073,0.660855,0.66064,0.6608,-1,-1,-1
2024-03-12T23:15:00,0.6608,0.660875,0.6607,0.6607,-1,-1,-1
2024-03-12T23:30:00,0.6607,0.66077,0.660615,0.66063,-1,-1,-1
2024-03-12T23:45:00,0.66063,0.660785,0.660625,0.66073,-1,-1,-1
2024-03-13T00:00:00,0.66073,0.66098,0.660715,0.660765,-1,-1,-1
2024-03-13T00:15:00,0.660765,0.66118,0.66073,0.66102,-1,-1,-1
2024-03-13T00:30:00,0.66102,0.661065,0.660495,0.6606,-1,-1,-1
2024-03-13T00:45:00,0.6606,0.66076,0.66033,0.660435,-1,-1,-1
2024-03-13T01:00:00,0.660435,0.660775,0.660245,0.66029,-1,-1,-1
2024-03-13T01:15:00,0.66029,0.66048,0.66021,0.66036,-1,-1,-1
2024-03-13T01:30:00,0.66036,0.66053,0.660025,0.66014,-1,-1,-1
2024-03-13T01:45:00,0.66014,0.660365,0.660045,0.660305,-1,-1,-1
2024-03-13T02:00:00,0.660305,0.660915,0.660305,0.66085,-1,-1,-1
2024-03-13T02:15:00,0.66085,0.66111,0.660655,0.660665,-1,-1,-1
2024-03-13T02:30:00,0.660665,0.66103,0.660635,0.66102,-1,-1,-1
2024-03-13T02:45:00,0.66102,0.66119,0.660975,0.661155,-1,-1,-1
2024-03-13T03:00:00,0.661155,0.66117,0.66098,0.66113,-1,-1,-1
2024-03-13T03:15:00,0.66113,0.661465,0.66102,0.661445,-1,-1,-1
2024-03-13T03:30:00,0.661445,0.661665,0.66117,0.66117,-1,-1,-1
2024-03-13T03:45:00,0.66117,0.661445,0.661145,0.661355,-1,-1,-1
2024-03-13T04:00:00,0.661355,0.661595,0.66122,0.661585,-1,-1,-1
2024-03-13T04:15:00,0.661585,0.6616,0.661375,0.661395,-1,-1,-1
2024-03-13T04:30:00,0.661395,0.661405,0.66115,0.66138,-1,-1,-1
2024-03-13T04:45:00,0.66138,0.66143,0.661225,0.661335,-1,-1,-1
2024-03-13T05:00:00,0.661335,0.66139,0.661135,0.661285,-1,-1,-1
2024-03-13T05:15:00,0.661285,0.661415,0.66092,0.661165,-1,-1,-1
2024-03-13T05:30:00,0.661165,0.661725,0.6611,0.66153,-1,-1,-1
2024-03-13T05:45:00,0.66153,0.66159,0.66129,0.66157,-1,-1,-1
2024-03-13T06:00:00,0.66157,0.661835,0.661555,0.661765,-1,-1,-1
2024-03-13T06:15:00,0.661765,0.661775,0.661205,0.66128,-1,-1,-1
2024-03-13T06:30:00,0.66128,0.66144,0.660965,0.661025,-1,-1,-1
2024-03-13T06:45:00,0.661025,0.661255,0.660895,0.66115,-1,-1,-1
2024-03-13T07:00:00,0.66115,0.661575,0.66115,0.66132,-1,-1,-1
2024-03-13T07:15:00,0.66132,0.661445,0.660755,0.66095,-1,-1,-1
2024-03-13T07:30:00,0.66095,0.66118,0.660715,0.661035,-1,-1,-1
2024-03-13T07:45:00,0.661035,0.661475,0.660975,0.66144,-1,-1,-1
2024-03-13T08:00:00,0.66144,0.661675,0.66132,0.661335,-1,-1,-1
2024-03-13T08:15:00,0.661335,0.66157,0.660935,0.66105,-1,-1,-1
2024-03-13T08:30:00,0.66105,0.66129,0.66097,0.66109,-1,-1,-1
2024-03-13T08:45:00,0.66109,0.66117,0.660935,0.66102,-1,-1,-1
2024-03-13T09:00:00,0.66102,0.661095,0.660555,0.66068,-1,-1,-1
2024-03-13T09:15:00,0.66068,0.661025,0.660505,0.660555,-1,-1,-1
2024-03-13T09:30:00,0.660555,0.66064,0.660355,0.660515,-1,-1,-1
2024-03-13T09:45:00,0.660515,0.660805,0.660505,0.66073,-1,-1,-1
2024-03-13T10:00:00,0.66073,0.66073,0.660405,0.660475,-1,-1,-1
2024-03-13T10:15:00,0.660475,0.66078,0.66037,0.66073,-1,-1,-1
2024-03-13T10:30:00,0.66073,0.660915,0.66053,0.660895,-1,-1,-1
2024-03-13T10:45:00,0.660895,0.66106,0.660885,0.660945,-1,-1,-1
2024-03-13T11:00:00,0.660945,0.661135,0.66088,0.66109,-1,-1,-1
2024-03-13T11:15:00,0.66109,0.66144,0.660975,0.66118,-1,-1,-1
2024-03-13T11:30:00,0.66118,0.661515,0.661115,0.661475,-1,-1,-1
2024-03-13T11:45:00,0.661475,0.661535,0.661265,0.661275,-1,-1,-1
2024-03-13T12:00:00,0.661275,0.661555,0.661085,0.661475,-1,-1,-1
2024-03-13T12:15:00,0.661475,0.66153,0.661065,0.661075,-1,-1,-1
2024-03-13T12:30:00,0.661075,0.6611,0.660655,0.6611,-1,-1,-1
2024-03-13T12:45:00,0.6611,0.661315,0.660925,0.66108,-1,-1,-1
2024-03-13T13:00:00,0.66108,0.66144,0.66104,0.66129,-1,-1,-1
2024-03-13T13:15:00,0.66129,0.6616,0.661245,0.661475,-1,-1,-1
2024-03-13T13:30:00,0.661475,0.66197,0.661405,0.66154,-1,-1,-1
2024-03-13T13:45:00,0.66154,0.661945,0.661385,0.66153,-1,-1,-1
2024-03-13T14:00:00,0.66153,0.6617,0.66122,0.661275,-1,-1,-1
2024-03-13T14:15:00,0.661275,0.661725,0.66124,0.66156,-1,-1,-1
2024-03-13T14:30:00,0.66156,0.66235,0.661435,0.662345,-1,-1,-1
2024-03-13T14:45:00,0.662345,0.662465,0.661875,0.66198,-1,-1,-1
2024-03-13T15:00:00,0.66198,0.66224,0.661775,0.662015,-1,-1,-1
